Ticker,Address,City,State,Country,Website,Sector,Industry,Description,Latitude,Longitude
MAT,333 Continental Boulevard,El Segundo,CA,United States,https://www.mattel.com,Consumer Cyclical,Leisure,"Mattel, Inc., a toy and family entertainment company, designs, manufactures, and markets toys and consumer products in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. The company operates through North America, International, and American Girl segments. It offers dolls and accessories, as well as books, content, gaming, and lifestyle products for children under the Barbie, American Girl, Disney Princess and Disney Frozen, Monster High, and Polly Pocket brands; die-cast vehicles, tracks, playsets, and accessories for kids, adults, and collectors under the Hot Wheels, Hot Wheels Monster Trucks, Hot Wheels Mario Kart, Matchbox, and Cars brand names; and infant, toddler, and preschool products comprising content, toys, live events, and other consumer products under the Fisher-Price, Little People and Imaginext, and Thomas & Friends, and Power wheels brands. The company also provides action figures, building sets, games, and other products under the Masters of the Universe, MEGA, UNO, Jurassic World, Minecraft, WWE, Lightyear, and Star Wars; and licensor partner brands, including Disney Pixar, Microsoft, NBCUniversal, and WWE. It sells its products directly to consumers through its catalog, website, and proprietary retail stores; retailers, including omnichannel retailers, discount and free-standing toy stores, chain stores, department stores, and other retail outlets; and wholesalers, as well as through agents and distributors. Mattel, Inc. was founded in 1945 and is headquartered in El Segundo, California.",33.917028,-118.4156337
MATX,1411 Sand Island Parkway,Honolulu,HI,United States,https://www.matson.com,Industrials,Marine Shipping,"Matson, Inc., together with its subsidiaries, engages in the provision of ocean transportation and logistics services. It operates through two segments, Ocean Transportation and Logistics. The Ocean Transportation segment offers ocean freight transportation services to the domestic non-contiguous economies of Hawaii, Japan, Alaska, and Guam, as well as to other island economies in Micronesia. It primarily transports dry containers of mixed commodities, refrigerated commodities, food products, beverages, building materials, automobiles, and household goods; livestock; seafood; general sustenance cargo; and garments, footwear, e-commerce, and other retail merchandise. This segment also operates an expedited service from China to Long Beach, California, and various islands in the South Pacific, as well as Okinawa, Japan; and provides stevedoring, refrigerated cargo services, inland transportation, container equipment maintenance, and other terminal services to ocean carriers on the Hawaiian islands of Oahu, Hawaii, Maui, and Kauai, as well as in the Alaska locations of Anchorage, Kodiak, and Dutch Harbor. In addition, it offers vessel management and container transshipment services. The Logistics segment provides multimodal transportation brokerage services, including domestic and international rail intermodal, long-haul and regional highway trucking, specialized hauling, flat-bed and project, less-than-truckload, and expedited freight services; less-than-container load consolidation and freight forwarding services; warehousing and distribution services; supply chain management services, and non-vessel operating common carrier freight forwarding services. It serves the U.S. military, freight forwarders, retailers, consumer goods, automobile manufacturers, and other customers. The company was formerly known as Alexander & Baldwin Holdings, Inc. and changed its name to Matson, Inc. in June 2012. Matson, Inc. was founded in 1882 and is headquartered in Honolulu, Hawaii.",21.304547,-157.855676
MC,399 Park Avenue,New York,NY,United States,https://www.moelis.com,Financial Services,Capital Markets,"Moelis & Company operates as an investment banking advisory firm. It offers advisory services in the areas of mergers and acquisitions, recapitalizations and restructurings, capital markets transactions, and other corporate finance matters, as well as strategic, capital structure, and private funds advisory. The company offers its services to public multinational corporations, middle market private companies, financial sponsors, entrepreneurs, governments, and sovereign wealth funds. It operates in North and South America, Europe, the Middle East, Asia, and Australia. The company was founded in 2007 and is headquartered in New York, New York.",40.7127281,-74.0060152
MCD,110 North Carpenter Street,Chicago,IL,United States,https://www.mcdonalds.com,Consumer Cyclical,Restaurants,"McDonald's Corporation operates and franchises restaurants under the McDonald's brand in the United States and internationally. It offers food and beverages, including hamburgers and cheeseburgers, various chicken sandwiches, fries, shakes, desserts, sundaes, cookies, pies, soft drinks, coffee, and other beverages; and full or limited breakfast, as well as sells various other products during limited-time promotions. The company owns and operates under various structures comprising conventional franchise, developmental license, or affiliate. McDonald's Corporation was founded in 1940 and is based in Chicago, Illinois.",41.8755616,-87.6244212
MCHP,2355 West Chandler Boulevard,Chandler,AZ,United States,https://www.microchip.com,Technology,Semiconductors,"Microchip Technology Incorporated develops, manufactures, and sells smart, connected, and secure embedded control solutions in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded mixed-signal microprocessors; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides application development tools that enable system designers to program microcontroller, FPGA, and microprocessor products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes, and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and non-volatile memory technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",33.3062031,-111.841185
MCK,6555 State Highway 161,Irving,TX,United States,https://www.mckesson.com,Healthcare,Medical Distribution,"McKesson Corporation provides healthcare services in the United States and internationally. It operates through four segments: U.S. Pharmaceutical, Prescription Technology Solutions (RxTS), Medical-Surgical Solutions, and International. The U.S. Pharmaceutical segment distributes branded, generic, specialty, biosimilar and over-the-counter pharmaceutical drugs, and other healthcare-related products. This segment also provides practice management, technology, clinical support, and business solutions to community-based oncology and other specialty practices; and consulting, outsourcing, technological, and other services, as well as sells financial, operational, and clinical solutions to pharmacies. The RxTS segment serves biopharma and life sciences partners and patients to address medication challenges for patients by working across healthcare; connects patients, pharmacies, providers, pharmacy benefit managers, health plans, and biopharma companies to deliver innovative solutions to help people get the medicine needed to live healthier lives; and provides prescription price transparency, benefit insight, dispensing support, third-party logistics, and wholesale distribution support services. The Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers, including physician offices, surgery centers, nursing homes, hospital reference labs, and home health care agencies. The International segment offers distribution and services to wholesale, institutional, and retail customers in Europe and Canada. McKesson Corporation was founded in 1833 and is headquartered in Irving, Texas.",32.8295183,-96.9442177
MCO,7 World Trade Center,New York,NY,United States,https://www.moodys.com,Financial Services,Financial Data & Stock Exchanges,"Moody's Corporation operates as an integrated risk assessment firm worldwide. It operates in two segments, Moody's Analytics and Moody's Investors Services. The Moody's Analytics segment develops a range of products and services that support the risk management activities of institutional participants in financial markets. It also offers credit research, credit models and analytics, economics data and models, and structured finance solutions; data sets on companies and securities; and SaaS solutions supporting banking, insurance, and know your customer workflows. The Moody's Investors Service segment publishes credit ratings and provides assessment services on various debt obligations, programs and facilities, and entities that issue such obligations, such as various corporate, financial institution, and governmental obligations, as well as structured finance securities. The company was formerly known as Dun and Bradstreet Company and changed its name to Moody's Corporation in September 2000. Moody's Corporation was founded in 1900 and is headquartered in New York, New York.",40.7127281,-74.0060152
MCY,4484 Wilshire Boulevard,Los Angeles,CA,United States,https://www.mercuryinsurance.com,Financial Services,Insurance - Property & Casualty,"Mercury General Corporation, together with its subsidiaries, engages in writing personal automobile insurance in the United States. The company also writes homeowners, commercial automobile, commercial property, mechanical protection, and umbrella insurance products. Its automobile insurance products include collision, property damage, bodily injury, comprehensive, personal injury protection, underinsured and uninsured motorist, and other hazards; and homeowners insurance products comprise dwelling, liability, personal property, and other coverages. The company sells its policies through a network of independent agents, insurance agencies, as well as directly through internet sales portals in Arizona, California, Florida, Georgia, Illinois, Nevada, New Jersey, New York, Oklahoma, Texas, and Virginia. Mercury General Corporation was founded in 1961 and is headquartered in Los Angeles, California.",34.0536909,-118.242766
MDC,4350 South Monaco Street,Denver,CO,United States,https://ir.richmondamerican.com,Consumer Cyclical,Residential Construction,"M.D.C. Holdings, Inc., through its subsidiaries, engages in the homebuilding and financial service businesses. Its homebuilding operations include purchasing finished lots or developing lots for the construction and sale primarily of single-family detached homes to first-time and first-time move-up homebuyers under the Richmond American Homes name. The company conducts its homebuilding operations in Arizona, California, Nevada, New Mexico, Oregon, Texas, Washington, Colorado, Idaho, Utah, Alabama, Florida, Maryland, Pennsylvania, Tennessee, and Virginia. Its financial services operations comprise originating mortgage loans primarily for homebuyers; providing insurance coverage primarily to its homebuilding subsidiaries and subcontractors for homes sold by its homebuilding subsidiaries, and for work performed in completed subdivisions; acting as a re-insurer on the claims; selling third-party personal property and casualty insurance products to homebuyers; and offering title agency services to homebuilding subsidiaries and customers in Colorado, Florida, Maryland, Nevada, Pennsylvania, and Virginia. The company was founded in 1972 and is headquartered in Denver, Colorado.",,
MDGL,Four Tower Bridge,West Conshohocken,PA,United States,https://www.madrigalpharma.com,Healthcare,Biotechnology,"Madrigal Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development of therapeutics for the treatment of non-alcoholic steatohepatitis (NASH) in the United States. Its lead product candidate is resmetirom, a liver-directed thyroid hormone receptor beta agonist, which is in Phase 3 clinical trials for treating NASH. The company is headquartered in West Conshohocken, Pennsylvania.",40.0698321,-75.3162951
MDLZ,905 West Fulton Market,Chicago,IL,United States,https://www.mondelezinternational.com,Consumer Defensive,Confectioners,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products in the Latin America, North America, Asia, the Middle East, Africa, and Europe. It provides biscuits and baked snacks, including cookies, crackers, salted snacks, snack bars, and cakes and pastries; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's brand portfolio includes Oreo, Ritz, LU, CLIF Bar, and Tate's Bake Shop biscuits and baked snacks, as well as Cadbury Dairy Milk, Milka, and Toblerone chocolate. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, third party distributors, and other facilities, as well as through independent sales offices and agents. The company also sells products directly to businesses and consumers through e-retail platforms, retailer digital platforms, as well as through its direct-to-consumer websites and social media platforms. Mondelez International, Inc. was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. The company was incorporated in 2000 and is headquartered in Chicago, Illinois.",41.8755616,-87.6244212
MDT,20 On Hatch,Dublin,,Ireland,https://www.medtronic.com,Healthcare,Medical Devices,"Medtronic plc develops, manufactures, and sells device-based medical therapies to healthcare systems, physicians, clinicians, and patients worldwide. Its Cardiovascular Portfolio segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; cardiac ablation products; insertable cardiac monitor systems; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves, surgical valve replacement and repair products, endovascular stent grafts and accessories, and transcatheter pulmonary valves; and percutaneous coronary intervention products, percutaneous angioplasty balloons, and products. The company's Medical Surgical Portfolio segment offers surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, surgical artificial intelligence and robotic-assisted surgery products, hernia mechanical devices, mesh implants, gynecology and lung products, and various therapies to treat diseases, as well as products in the fields of minimally invasive gastrointestinal and hepatologic diagnostics and therapies, patient monitoring, airway management and ventilation therapies, and renal disease. Its Neuroscience Portfolio segment offers products for spinal surgeons; neurosurgeons; neurologists; pain management specialists; anesthesiologists; orthopedic surgeons; urologists; urogynecologists; interventional radiologists; ear, nose, and throat specialists; and systems that incorporate energy surgical instruments. It also provides image-guided surgery and intra-operative imaging systems and robotic guidance systems used in robot assisted spine procedures; and therapies for vasculature in and around the brain. The company's Diabetes Operating Unit segment offers insulin pumps and consumables, continuous glucose monitoring systems, smart insulin pen systems, and consumables and supplies. The company was founded in 1949 and is headquartered in Dublin, Ireland.",53.3412721,-6.2648794
MDU,1200 West Century Avenue,Bismarck,ND,United States,https://www.mdu.com,Industrials,Conglomerates,"MDU Resources Group, Inc. engages in the regulated energy delivery, and construction materials and services businesses in the United States. It operates through four segments: Electric, Natural Gas Distribution, Pipeline, and Construction Services. The Electric segment generates, transmits, and distributes electricity for residential, commercial, industrial, and municipal customers in Montana, North Dakota, South Dakota, and Wyoming; and operates 3,400 miles of transmission lines, 4,800 miles of distribution lines, and 82 transmission and 298 distribution substations. The Natural Gas Distribution segment distributes natural gas for residential, commercial, and industrial customers in Idaho, Minnesota, Montana, North Dakota, Oregon, South Dakota, Washington, and Wyoming; and supplies related value-added services. The Pipeline segment provides natural gas transportation and underground storage services through a regulated pipeline system primarily in the Rocky Mountain and northern Great Plains regions; and cathodic protection and other energy-related services. The Construction Services segment offers electrical and mechanical contracting services, including the construction and maintenance of electrical and communication wiring and infrastructure, fire suppression systems, mechanical piping, and services; transmission and distribution contracting services, comprise construction and maintenance of overhead and underground electrical, and gas and communication infrastructure; and manufactures and supplies transmission and distribution lines construction equipment and tools. It serves manufacturing, commercial, industrial, transportation, institutional, and renewable and government customers, as well as utilities. MDU Resources Group, Inc. was incorporated in 1924 and is headquartered in Bismarck, North Dakota.",46.808327,-100.783739
MELI,WTC Free Zone,Montevideo,,Uruguay,https://www.mercadolibre.com,Consumer Cyclical,Internet Retail,"MercadoLibre, Inc. operates online commerce platforms in the United States. It operates Mercado Libre Marketplace, an automated online commerce platform that enables businesses, merchants, and individuals to list merchandise and conduct sales and purchases digitally; and Mercado Pago FinTech platform, a financial technology solution platform, which facilitates transactions on and off its marketplaces by providing a mechanism that allows its users to send and receive payments online, as well as allows users to transfer money through their websites or on the apps. The company also offers Mercado Fondo that allows users to invest funds deposited in their Mercado Pago accounts; Mercado Credito, which extends loans to certain merchants and consumers; and Mercado Envios logistics solution that enables sellers on its platform to utilize third-party carriers and other logistics service providers, as well as fulfillment and warehousing services for sellers. In addition, it provides Mercado Libre Classifieds, an online classified listing service, where users can list and purchase motor vehicles, real estate, and services; Mercado Ads, an advertising platform, which enables large retailers and brands to promote their products and services on the web; and Mercado Shops, an online storefronts solution that enables users to set-up, manage, and promote their own digital stores. The company was incorporated in 1999 and is headquartered in Montevideo, Uruguay.",-34.9087048,-56.1926039
MEOH,1800 Waterfront Centre,Vancouver,BC,Canada,https://www.methanex.com,Basic Materials,Chemicals,"Methanex Corporation produces and supplies methanol in China, Europe, the United States, South America, South Korea, Canada, and Asia. The company also purchases methanol produced by others under methanol offtake contracts and on the spot market. In addition, it owns and leases storage and terminal facilities. The company owns and manages a fleet of approximately 30 ocean-going vessels. It serves chemical and petrochemical producers. Methanex Corporation was incorporated in 1968 and is headquartered in Vancouver, Canada.",49.2608724,-123.113952
MET,200 Park Avenue,New York,NY,United States,https://www.metlife.com,Financial Services,Insurance - Life,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through six segments: Retirement and Income Solutions; Group Benefits; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, pet insurance, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, it provides fixed, indexed-linked, and variable annuities; pension products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; longevity reinsurance solutions; credit insurance products; and protection against long-term health care services. MetLife, Inc. was incorporated in 1999 and is based in New York, New York.",40.7127281,-74.0060152
META,1 Meta Way,Menlo Park,CA,United States,https://investor.fb.com,Communication Services,Internet Content & Information,"Meta Platforms, Inc. engages in the development of products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and wearables worldwide. It operates in two segments, Family of Apps and Reality Labs. The Family of Apps segment offers Facebook, which enables people to share, discuss, discover, and connect with interests; Instagram, a community for sharing photos, videos, and private messages, as well as feed, stories, reels, video, live, and shops; Messenger, a messaging application for people to connect with friends, family, communities, and businesses across platforms and devices through text, audio, and video calls; and WhatsApp, a messaging application that is used by people and businesses to communicate and transact privately. The Reality Labs segment provides augmented and virtual reality related products comprising consumer hardware, software, and content that help people feel connected, anytime, and anywhere. The company was formerly known as Facebook, Inc. and changed its name to Meta Platforms, Inc. in October 2021. The company was incorporated in 2004 and is headquartered in Menlo Park, California",37.4519671,-122.177992
MFC,200 Bloor Street East,Toronto,ON,Canada,https://www.manulife.com,Financial Services,Insurance - Life,"Manulife Financial Corporation, together with its subsidiaries, provides financial products and services in the United States, Canada, Asia, and internationally. The company operates through Wealth and Asset Management Businesses; Insurance and Annuity Products; and Corporate and Other segments. The Wealth and Asset Management Businesses segment offers investment advice and solutions to retirement, retail, and institutional clients through multiple distribution channels, including agents and brokers affiliated with the company, independent securities brokerage firms and financial advisors pension plan consultants, and banks. The Insurance and Annuity Products segment provides deposit and credit products; and individual life insurance, individual and group long-term care insurance, and guaranteed and partially guaranteed annuity products through multiple distribution channels, including insurance agents, brokers, banks, financial planners, and direct marketing. The Corporate and Other segment is involved in the property and casualty reinsurance businesses; and run-off reinsurance operations, including variable annuities, and accident and health. The company also manages timberland and agricultural portfolios; and engages in insurance agency, investment counseling and dealer, portfolio and mutual fund management, property and casualty insurance, and mutual fund dealer businesses. In addition, it provides integrated banking products and services. The company was incorporated in 1887 and is headquartered in Toronto, Canada.",43.6534817,-79.3839347
MFG,1-5-5 Otemachi,Tokyo,,Japan,https://www.mizuho-fg.co.jp,Financial Services,Banks - Regional,"Mizuho Financial Group, Inc., together with its subsidiaries, engages in banking, trust, securities, and other businesses related to financial services in Japan, the Americas, Europe, Asia/Oceania, and internationally. It operates through Retail & Business Banking Company, Corporate & Institutional Company, Global Corporate Company, Global Markets Company, Asset Management Company, and Others segments. The company provides deposit products; syndicated, housing, and card loans; business matching services; and advisory services related to overseas expansions, and mergers and acquisitions-related services. It also offers consulting services, including asset management and asset succession; payroll services; and sells lottery tickets issued by prefectures and ordinance-designated cities. In addition, it offers fund management, underwriting of equity and bonds, risk hedging products, etc. for corporate customers; solutions based on capital management, business strategy, and financial strategy; real estate services; advisory services and solutions, such as advice on proposals on various investment products to financial institutions; and financial services that include funding support and public bonds underwriting. Further, the company offers corporate finance and transaction banking srvices; sales and trading services; investment products; pension funds; and ALM and investment services, including stable capital raising and balance sheet management, as well as management of fixed income, equity, and other securities portfolios. Additionally, the company provides online banking, cash management solutions, currency transaction, trade finance, custody, yen correspondence settlement, and research and consulting services; trust, securitization and structured finance, and stock transfers; and private banking and information technology-related services. Mizuho Financial Group, Inc. was founded in 2000 and is headquartered in Tokyo, Japan.",27.7755045,93.474237
MGA,337 Magna Drive,Aurora,ON,Canada,https://www.magna.com,Consumer Cyclical,Auto Parts,"Magna International Inc. designs, engineers, and manufactures components, assemblies, systems, subsystems, and modules for original equipment manufacturers of vehicles and light trucks worldwide. It operates through four segments: Body Exteriors & Structures, Power & Vision, Seating Systems, and Complete Vehicles. The Body Exteriors & Structures segment provides body and chassis, exterior, and roof systems, as well as battery enclosures and engineering and testing services, including fascia and trims, front end modules, integration panels, liftgate modules, active aerodynamics, engineered glass, running boards, truck bed access products, breakthrough lightings, quarter windows, encapsulated glasses, and side doors. The Power & Vision segment offers ?electric drive systems and components, such as emotors, inverters, onboard chargers, gearboxes, and e-clutch; dedicated hybrid drives, dual and hybrid dual clutch, and manual transmissions; AWD/4WD products and rear drive modules; transmission, driveline components, and ICE; engineering services; advanced driver assistance systems sensors and, and electronic control units; interior and exterior mirrors, camera and driver monitoring systems and electronics, actuators, door handles, and overhead consoles; forward, rear, and auxiliary lighting products; latching, door modules, window, power closure, and hinges and wire forming systems; and modular and textile folding roofs, and hard and soft tops. The Seating Systems segment provides seat structures, mechanism and hardware solutions, and foam and trim products. The Complete Vehicles segment offers vehicle engineering and manufacturing services. The company also designs, engineers, and manufactures tooling products. Magna International Inc. was founded in 1957 and is headquartered in Aurora, Canada.",43.99973,-79.467545
MGEE,133 South Blair Street,Madison,WI,United States,https://www.mgeenergy.com,Utilities,Utilities - Regulated Electric,"MGE Energy, Inc., through its subsidiaries, operates as a public utility holding company primarily in the United States. It operates through Regulated Electric Utility Operations; Regulated Gas Utility Operations; Nonregulated Energy Operations; Transmission Investments; and All Other segments. The company generates, purchases, and distributes electricity and natural gas in Wisconsin and Iowa; owns and leases electric generating capacity; and plans, constructs, operates, maintains, and expands transmission facilities to provide transmission power services. It generates electricity from coal-fired, gas-fired, and renewable energy sources. As of December 31, 2023, the company owned and operated 835 miles of overhead electric distribution lines; 1,330 miles of underground electric distribution cables; 49 substations with an installed capacity of 1.2 million kVA; and gas facilities, including 3,066 miles of distribution mains, as well as supplied electric service to approximately 163,000 customers. MGE Energy, Inc. founded in 2001 and is headquartered in Madison, Wisconsin.",43.074761,-89.3837613
MGM,3600 Las Vegas Boulevard South,Las Vegas,NV,United States,https://www.mgmresorts.com,Consumer Cyclical,Resorts & Casinos,"MGM Resorts International, through its subsidiaries, owns and operates casino, hotel, and entertainment resorts in the United States and internationally. The company operates through three segments: Las Vegas Strip Resorts, Regional Operations, and MGM China. Its casino resorts offer gaming, hotel, convention, dining, entertainment, retail, and other resort amenities. The company's casino operations include slots and table games, as well as online sports betting and iGaming through BetMGM. Its customers include premium gaming customers; leisure and wholesale travel customers; business travelers; and group customers, including conventions, trade associations, and small meetings. The company was formerly known as MGM MIRAGE and changed its name to MGM Resorts International in June 2010. MGM Resorts International was incorporated in 1986 and is based in Las Vegas, Nevada.",36.1672559,-115.148516
MGPI,100 Commercial Street,Atchison,KS,United States,https://www.mgpingredients.com,Consumer Defensive,Beverages - Wineries & Distilleries,"MGP Ingredients, Inc., together with its subsidiaries, engages in the production and supply of distilled spirits, branded spirits, and food ingredients in the United States and internationally. The company operates through three segments: Distillery Solutions; Branded Spirits; and Ingredient Solutions. The Distillery Solutions segment provides food grade alcohol for beverage applications that include bourbon, rye, whiskeys, as well as grain neutral spirits, include vodka and gin; and food-grade industrial alcohol, which is used as an ingredient in food products, personal care products, cleaning solutions, pharmaceuticals, and various other products. This segment also offers distillery co-products, such as dried distillers' grain, fuel-grade alcohol for blending with gasoline, and corn oil; and provides warehouse services, including barrel put away, barrel storage, and barrel retrieval services, as well as blending services. The Branded Spirits segment provides premium plus, ultra-premium, super premium, premium, mid, and value branded distilled spirits, as well as private label products. The Ingredient Solutions segment provides specialty wheat starches for food applications under the Fibersym, Resistant Starch series, and FiberRite RW Resistant Starch names; specialty wheat proteins for food applications under the Arise and Proterra names; gluten-free textured pea proteins; commodity wheat starch for food and non-food applications; and commodity wheat proteins. It sells its products directly or through distributors to manufacturers and processors of finished packaged goods or to bakeries. The company was founded in 1941 and is based in Atchison, Kansas.",39.545816,-95.3326052
MGRC,5700 Las Positas Road,Livermore,CA,United States,https://www.mgrc.com,Industrials,Rental & Leasing Services,"McGrath RentCorp operates as a business to business rental company in the United States and internationally. It rents and sells relocatable modular buildings, portable storage containers, and electronic test equipment. The company operates through four segments: Mobile Modular, Portable Storage, TRS-RenTelco, and Enviroplex. The Mobile Modular segment rents and sells modular buildings designed for use as classrooms, temporary offices adjacent to existing facilities, sales offices, construction field offices, restroom buildings, health care clinics, child care facilities, office spaces, and various other purposes. The TRS-RenTelco segment rents and sells general purpose electronic test equipment, such as oscilloscopes, amplifiers, analyzers, signal source, and power source test equipment primarily to aerospace, defense, electronics, industrial, research, and semiconductor industries. It also provides communications test equipment, including network and transmission test equipment for various fiber, copper, and wireless networks to the manufacturers of communications equipment and products, electrical and communications installation contractors, field technicians, and service providers. The Portable Storage segment offers steel containers to provide a temporary storage solution. The Enviroplex segment manufactures and sells portable classrooms directly to public school districts and other educational institutions in California. The company was incorporated in 1979 and is based in Livermore, California.",37.6820583,-121.768053
MHK,160 South Industrial Boulevard,Calhoun,GA,United States,https://www.mohawkind.com,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for residential and commercial remodeling, and new construction channels in the United States, Europe, Latin America, and internationally. It operates through three segments: Global Ceramic, Flooring North America, and Flooring Rest of the World. The company provides ceramic, porcelain, and natural stone tiles products for floor and wall applications; natural stones, porcelain slabs, and quartz countertops, as well as installation materials; floor covering products comprising broadloom carpets, carpet tiles, rugs and mats, carpet pads, laminates, medium-density fiberboards, wood floorings, luxury vinyl tiles, and sheet vinyl; and roofing panels, insulation boards, mezzanine flooring products, medium-density fiberboard, and chipboards. It also licenses its intellectual property to flooring manufacturers. The company sells its products under the American Olean, Daltile, Decortiles, Eliane, EmilGroup, KAI, Kerama Marazzi, Marazzi, Ragno, Aladdin Commercial, Durkan, Foss, IVC, Karastan, Mohawk, Mohawk Group, Mohawk Home, Pergo, Portico, Quick-Step, Feltex, GH Commercial, Godfrey Hirst, Hycraft, IVC Commercial, IVC Home, Lentex, Leoline, and Moduleo, Redbook, Unilin, and Vitromex brands. It offers its products to company-owned service centers and stores, company-operated distributors, floor covering retailers, wholesalers, mass merchandisers, department stores, shop at home, buying groups, ceramic tile specialists, e-commerce retailers, residential builders, independent distributors, commercial contractors, and commercial end users. The company was incorporated in 1988 and is headquartered in Calhoun, Georgia.",31.5311784,-84.614328
MIDD,1400 Toastmaster Drive,Elgin,IL,United States,https://www.middleby.com,Industrials,Specialty Industrial Machinery,"The Middleby Corporation designs, markets, manufactures, distributes, and services foodservice, food processing, and residential kitchen equipment worldwide. Its Commercial Foodservice Equipment Group segment offers conveyor, combi, convection, baking, proofing, deck, speed cooking, and hydrovection ovens; ranges, fryers, and rethermalizers; steam cooking, food warming, catering, induction cooking, and countertop cooking equipment; heated cabinets, charbroilers, ventless cooking systems, kitchen ventilation, toasters, griddles, charcoal grills, professional mixers, stainless steel fabrication, custom millwork, professional refrigerators, blast chillers, cold rooms, ice machines, and freezers; soft serve ice cream, coffee and beverage dispensing, home and professional craft brewing equipment; and fry dispensers, bottle filling and canning equipment, IoT solutions, and controls development and manufacturing. The company's Food Processing Equipment Group segment provides batch, baking, proofing, conveyor belt, and continuous processing ovens; frying and automated thermal processing systems; tumblers, massagers, grinders, slicers, reduction and emulsion systems, mixers, and blenders; battering, breading, and seeding equipment; water cutting systems, food presses, food suspension equipment, filling and depositing solutions, and forming equipment; and automated washing systems, auto-guided vehicles, food safety, food handling, freezing, and defrosting and packaging equipment. Its Residential Kitchen Equipment Group segment offers kitchen equipment comprising cookers, stoves, cooktops, microwaves, ovens, refrigerators, dishwashers, undercounter refrigeration, wine cellars, ice machines, beer dispensers, mixers, rotisseries, and ventilation and outdoor cooking equipment. The company was formerly known as Middleby Marshall Oven Company and changed its name to The Middleby Corporation in 1985. The company was founded in 1888 and is based in Elgin, Illinois.",42.03726,-88.2810994
